pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_radj,pl_bmassj,st_mass,st_teff
Kepler-287 b,Kepler-287,2014,Transit,20.342199,0.0,,,0.208,0.2611472,0.963,5806.0
HAT-P-21 b,HAT-P-21,2010,Transit,4.12448,0.23,0.02,-0.02,1.11,4.87,1.24,5588.0
TOI-2145 b,TOI-2145,2023,Transit,10.261128,0.214,0.014,-0.014,1.092,5.68,1.71,6206.0
Kepler-48 c,Kepler-48,2012,Transit,9.67395,0.0,,,0.24177001,0.04596797,0.88,5194.0
TOI-2096 b,TOI-2096,2023,Transit,3.1190633,0.15,0.27,-0.12,0.11089322,0.00653,0.231,3300.0
HD 213472 b,HD 213472,2021,Radial Velocity,17000.0,0.53,0.12,-0.085,1.17,3.5,1.048132,5729.54
Kepler-1356 b,Kepler-1356,2016,Transit,0.634002937,0.0,,,0.13649746,0.0093,0.82,5106.0
HD 13908 c,HD 13908,2013,Radial Velocity,931.0,0.12,0.02,-0.02,1.15,5.13,1.29,6255.0
Kepler-605 c,Kepler-605,2016,Transit,2.358951515,0.0,,,0.07672406,0.00178,0.91,5462.0
Kepler-292 c,Kepler-292,2014,Transit,3.715335,0.0,,,0.131,0.00869,0.865,5299.0
Kepler-889 b,Kepler-889,2016,Transit,3.744439,0.0,,,0.09724329,0.00416,1.14,5961.0
Kepler-1254 c,Kepler-1254,2016,Transit,3.60084276,0.0,,,0.11597823,0.00705,0.78,4985.0
Kepler-244 c,Kepler-244,2014,Transit,9.767292,0.0,,,0.183,0.0153,0.933,5554.0
Kepler-1332 b,Kepler-1332,2016,Transit,11.87456832,0.0,,,0.12222321,0.00771,0.95,5581.0
HIP 35965 b,HIP 35965,2022,Radial Velocity,26125.56497,0.138,0.107,-0.087,1.12,8.149,0.78,4836.0
HD 80913 b,HD 80913,2022,Radial Velocity,10839.83341,0.313,0.152,-0.131,1.07,23.614,1.11,6013.24
HD 134060 b,HD 134060,2019,Radial Velocity,3.2696,0.45,0.04,-0.04,0.282,0.0318,1.095,5966.0
Kepler-1950 b,Kepler-1950,2021,Transit,10.77690029,0.0,,,0.13622679,0.00927,0.759,5455.0
Kepler-1984 b,Kepler-1984,2023,Transit,1.992812339,0.0,,,0.60754855,0.117,0.45,3638.0
TOI-7510 c,TOI-7510,2025,Transit,22.5687423,0.0091,0.01,-0.0062,0.964,0.412,1.063,5720.0
K2-60 b,K2-60,2016,Transit,3.00265,0.0,,,0.683,0.426,0.97,5500.0
Kepler-1397 b,Kepler-1397,2016,Transit,47.449955,0.0,,,0.15344812,0.0113,1.09,6026.0
Kepler-358 b,Kepler-358,2014,Transit,34.060467,0.0,,,0.243,0.0247,0.94,5908.0
Kepler-354 d,Kepler-354,2014,Transit,24.209842,0.0,,,0.111,0.00651,0.652,4648.0
TOI-3135 b,TOI-3135,2025,Transit,3.7065585,0.24,,,1.218,1.03,1.044,5890.0
Kepler-718 b,Kepler-718,2016,Transit,2.052349905,0.0,,,1.47738424,,1.18,6191.0
Kepler-1179 b,Kepler-1179,2016,Transit,2.685057492,0.0,,,0.11776251,0.00724,0.84,5212.0
Kepler-381 c,Kepler-381,2014,Transit,13.391635,0.0,,,0.1,0.00459,1.144,6152.0
Kepler-1342 b,Kepler-1342,2016,Transit,2.215710358,0.0,,,0.14809528,0.0107,0.93,5527.0
Kepler-1544 b,Kepler-1544,2016,Transit,168.811174,0.0,,,0.15880096,0.012,0.81,4886.0
WASP-174 b,WASP-174,2018,Transit,4.2337005,0.0,,,1.437,0.33,1.24,6399.0
AU Mic c,AU Mic,2021,Transit,18.859023,0.18,0.08,-0.07,0.24890756,0.04549625,0.635,3540.0
Kepler-475 b,Kepler-475,2016,Transit,3.105508189,0.0,,,0.22214292,0.0213,0.86,5009.0
Kepler-1978 b,Kepler-1978,2023,Transit,10.84969477,0.0,,,0.23820186,0.0239,0.869,5251.0
GJ 3222 b,GJ 3222,2022,Radial Velocity,10.66669,0.929,0.042,-0.08,0.303,0.036,0.89,5257.46
Kepler-1836 b,Kepler-1836,2021,Transit,5.254169941,0.0,,,0.22776668,0.0222,1.053,6123.0
Barnard e,Barnard's star,2025,Radial Velocity,6.7392,0.04,0.03,-0.04,0.0568,0.00060725,0.162,3195.0
Kepler-141 c,Kepler-141,2014,Transit,7.010606,0.0,,,0.126,0.00809,0.878,4910.0
Kepler-948 b,Kepler-948,2016,Transit,7.76846622,0.0,,,0.16504595,0.0128,0.96,5679.0
HD 181433 d,HD 181433,2008,Radial Velocity,6896.1,0.444,0.02,-0.018,1.18,2.7,0.86,4918.0
HD 213885 b,HD 213885,2019,Transit,1.008035,0.0,,,0.15567847,0.02778215,1.068,5978.0
HIP 39330 b,HIP 39330,2026,Radial Velocity,4650.0,0.078,0.053,-0.078,1.2,1.67,0.96,5748.0
Kepler-887 c,Kepler-887,2016,Transit,7.63846023,0.0,,,0.10081185,0.00474,1.19,6194.0
Kepler-306 d,Kepler-306,2014,Transit,17.326644,0.0,,,0.22,0.021,0.75,4954.0
Kepler-177 c,Kepler-177,2013,Transit,49.40926,0.0,,,0.77883843,0.04625114,0.921,5732.0
Kepler-52 c,Kepler-52,2012,Transit,16.3850021,0.012,0.018,-0.009,0.164,0.14284437,0.54,4075.0
Kepler-572 b,Kepler-572,2016,Transit,17.20523483,0.0,,,0.23017218,0.0226,0.83,5212.0
Kepler-1450 b,Kepler-1450,2016,Transit,54.5094166,0.0,,,0.15255598,0.0112,0.71,4524.0
HD 10180 f,HD 10180,2010,Radial Velocity,122.744,0.119,0.054,-0.054,0.468,0.0752,1.06,5911.0
Kepler-882 b,Kepler-882,2016,Transit,3.989539666,0.0,,,0.10973325,0.00642,0.9,5476.0
Kepler-559 b,Kepler-559,2016,Transit,17.58752333,0.0,,,0.32206263,0.0399,0.96,5630.0
TOI-1232 b,TOI-1232,2026,Transit,14.256,0.065,0.02,-0.013,0.975,0.694,1.058,5823.0
TOI-4773 b,TOI-4773,2025,Transit,1.7452851,0.024,0.027,-0.017,1.358,5.31,1.452,6740.0
Kepler-1312 b,Kepler-1312,2016,Transit,5.448325286,0.0,,,0.18734945,0.0159,0.99,5719.0
WASP-22 b,WASP-22,2010,Transit,3.53269,0.02,0.01,-0.01,1.23,0.67,1.46,6000.0
Kepler-272 b,Kepler-272,2014,Transit,2.971353,0.0,,,0.128,0.245,0.91,5297.0
Kepler-35 b,Kepler-35,2011,Transit,131.458,0.042,0.007,-0.004,0.728,0.127,0.8877,5606.0
Kepler-1511 b,Kepler-1511,2016,Transit,23.2382792,0.0,,,0.14987956,0.0109,1.17,6064.0
HD 102117 b,HD 102117,2005,Radial Velocity,20.8133,0.12,0.08,-0.08,0.756,0.17,1.06,5655.0
WASP-34 b,WASP-34,2010,Transit,4.31768,0.04,0.01,-0.01,1.0,0.56,0.96,5700.0
HD 260655 c,HD 260655,2022,Transit,5.70588,0.038,0.036,-0.022,0.13676533,0.00972223,0.439,3803.0
Kepler-1426 b,Kepler-1426,2016,Transit,14.2563227,0.0,,,0.13917388,0.00961,1.02,5831.0
Kepler-1988 b,Kepler-1988,2023,Transit,11.49500229,0.0,,,0.13649769,0.0093,1.127,6033.0
HD 48948 d,HD 48948,2024,Radial Velocity,151.92,0.055,0.044,-0.044,0.289,0.03331987,0.686,4593.0
Kepler-968 c,Kepler-968,2016,Transit,5.709404918,0.0,,,0.1507717,0.011,0.76,4598.0
TOI-1685 b,TOI-1685,2021,Transit,0.66913923,0.0,,,0.12677335,0.0096593,0.466,3470.0
Kepler-678 b,Kepler-678,2016,Transit,7.27503724,0.0,,,0.45856009,0.0728,0.94,5520.0
Kepler-144 c,Kepler-144,2014,Transit,10.104665,0.0,,,0.12,0.00752,1.154,6075.0
Kepler-427 b,Kepler-427,2014,Transit,10.290994,0.57,,,1.23,0.29,0.96,5800.0
TOI-1298 b,TOI-1298,2021,Transit,4.537143,0.0,,,0.86163681,0.31148883,1.2187,5752.0
eps Tau b,eps Tau,2006,Radial Velocity,585.82,0.076,0.009,-0.008,1.13,7.19,2.57,4877.0
Kepler-1874 b,Kepler-1874,2021,Transit,56.57320023,0.0,,,0.19726211,0.0174,0.758,4701.0
HD 93385 c,HD 93385,2021,Radial Velocity,13.18,0.2,,,0.229,0.0223391,1.04,5977.0
K2-88 b,K2-88,2016,Transit,4.6122,0.26,0.234804,-0.217412,0.10973325,0.00642,0.258,3537.0
WASP-94 B b,WASP-94 B,2014,Radial Velocity,2.00839,0.0,,,1.26,0.618,1.24,6040.0
Teegarden's Star b,Teegarden's Star,2019,Radial Velocity,4.90634,0.03,0.04,-0.02,0.0937,0.00364977,0.097,3034.0
TOI-5634 A b,TOI-5634 A,2024,Transit,2.2035373,0.0,,,0.923,1.85005489,0.556,3896.0
GJ 667 C e,GJ 667 C,2013,Radial Velocity,62.24,0.02,0.22,-0.02,0.129,0.008,0.33,3350.0
Kepler-164 d,Kepler-164,2014,Transit,28.986769,0.0,,,0.219,0.0207,1.036,5888.0
Kepler-431 c,Kepler-431,2015,Transit,8.703,0.0,,,0.06,0.00072,1.071,6004.0
Kepler-140 c,Kepler-140,2014,Transit,91.353282,0.0,,,0.161,0.0123,1.044,6077.0
Kepler-247 c,Kepler-247,2014,Transit,9.439452,0.0,,,0.365,0.0494,0.887,5100.0
Kepler-32 b,Kepler-32,2011,Transit,5.90124,0.0,,,0.196,4.1,0.58,3900.0
TIC 279401253 b,TIC 279401253,2023,Transit,76.8,0.448,0.029,-0.028,1.0,6.14,1.13,5951.0
Kepler-1818 b,Kepler-1818,2021,Transit,4.644909859,0.0,,,0.15287803,0.0113,1.021,6047.0
HD 15906 c,HD 15906,2023,Transit,21.583298,0.04,0.01,-0.01,0.26139754,0.028,0.79,4757.0
HD 17156 b,HD 17156,2007,Radial Velocity,21.2164294,0.6772,0.0045,-0.0044,1.094,3.26,1.285,6046.0
WASP-124 b,WASP-124,2016,Transit,3.37265,0.017,,,1.24,0.6,1.07,6050.0
GJ 251 c,GJ 251,2025,Radial Velocity,53.647,0.0,,,0.16,0.01220785,0.35,3342.0
Kepler-1649 b,Kepler-1649,2017,Transit,8.689099,0.0,,,0.09073066,0.00325,0.1977,3240.0
Kepler-1518 c,Kepler-1518,2023,Transit,9.6310258,0.0,,,0.25872112,0.0275,1.06,6432.0
Kepler-767 b,Kepler-767,2016,Transit,161.5280101,0.0,,,0.59238112,0.112,0.96,5694.0
TOI-2986 b,TOI-2986,2025,Transit,3.2783662,0.14,,,0.829,0.304,1.122,5906.0
K2-83 b,K2-83,2016,Transit,2.74697,0.07,0.139767,-0.053944,0.11098225,0.00654,0.484,3910.0
HAT-P-63 b,HAT-P-63,2021,Transit,3.377728,0.069,,,1.119,0.614,0.925,5400.0
Kepler-1182 b,Kepler-1182,2016,Transit,11.17394617,0.0,,,0.2150058,0.0201,1.04,5924.0
Kepler-1990 c,Kepler-1990,2023,Transit,4.06844957,0.0,,,0.08742989,0.00284,1.028,5751.0
Kepler-1688 b,Kepler-1688,2020,Transit,5.62012,0.0,,,0.11256541,0.0067,0.814,4632.11
Kepler-1191 b,Kepler-1191,2016,Transit,5.60014851,0.0,,,0.13471318,0.00909,0.85,5308.0
Kepler-328 b,Kepler-328,2013,Transit,34.921,0.0,,,0.205,0.09,1.15,6064.0
Kepler-511 c,Kepler-511,2021,Transit,26.62949944,0.0,,,0.37555986,0.0518,0.958,5866.0
Kepler-1337 b,Kepler-1337,2016,Transit,24.4002549,0.0,,,0.2150058,0.0201,0.7,4523.0
WASP-107 b,WASP-107,2017,Transit,5.7214876,0.09,0.02,-0.02,0.94,0.096,0.683,4425.0
Kepler-1997 b,Kepler-1997,2023,Transit,26.7575866,0.0,,,0.20340833,0.0183,1.111,6215.0
TOI-1062 c,TOI-1062,2021,Radial Velocity,7.972,0.14,0.073,-0.069,0.276,0.03077132,0.94,5328.0
Kepler-296 c,Kepler-296,2014,Transit,5.8416366,0.33,,,0.17842805,0.0147,0.498,3740.0
TOI-5678 b,TOI-5678,2023,Transit,47.73022,0.14,0.07,-0.07,0.43804161,0.06292704,0.905,5485.0
Kepler-1593 b,Kepler-1593,2016,Transit,174.509835,0.0,,,0.28280846,0.032,0.81,4995.0
HD 217107 c,HD 217107,2005,Radial Velocity,5138.7,0.3918,0.0064,-0.0067,1.15,4.37,1.045,5622.0
Kepler-625 b,Kepler-625,2016,Transit,7.75192492,0.0,,,0.17753591,0.0145,1.04,5789.0
Kepler-1302 b,Kepler-1302,2016,Transit,8.83922659,0.0,,,0.12757605,0.00829,0.86,5236.0
HD 98219 b,HD 98219,2011,Radial Velocity,433.8,0.079,0.04,-0.04,1.2,1.964,1.41,4925.0
K2-129 b,K2-129,2017,Transit,8.239493,0.13,0.210105,-0.109504,0.09278259,0.00352,0.360031,3459.09
Kepler-977 b,Kepler-977,2016,Transit,26.85328322,0.0,,,0.23374074,0.0232,0.87,5315.0
Kepler-1178 b,Kepler-1178,2016,Transit,31.80634,0.0,,,0.09545901,0.0039,0.8,4990.0
EPIC 201170410.02,EPIC 201170410,2020,Transit,6.7987,0.0,,,0.09340708,0.0036,0.287,3648.0
HD 158038 b,HD 158038,2011,Radial Velocity,521.0,0.29,0.09,-0.09,1.21,1.53,1.3,4860.0
Kepler-1678 b,Kepler-1678,2020,Transit,147.974,0.0,,,0.29478299,0.0344,1.03,5754.0
TIC 434398831 b,TIC 434398831,2025,Transit,3.685504,0.04,0.088,-0.034,0.31314176,0.0381,0.992,5638.0
Kepler-432 c,Kepler-432,2015,Radial Velocity,406.2,0.498,0.029,-0.059,1.18,2.43,1.32,4995.0
HD 224018 b,HD 224018,2025,Radial Velocity,10.6413,0.06,0.07,-0.04,0.0811849,0.01290004,1.013,5784.0
HD 102843 b,HD 102843,2019,Radial Velocity,3090.942,0.11,0.07,-0.07,1.17,0.35836768,0.95,5436.0
Kepler-1334 b,Kepler-1334,2016,Transit,15.64591713,0.0,,,0.20430012,0.0184,0.94,5614.0
Gl 378 b,Gl 378,2019,Radial Velocity,3.822,0.109,0.131,-0.077,0.327,0.0409653,0.56,3879.0
Kepler-480 b,Kepler-480,2016,Transit,4.919583795,0.0,,,0.24801499,0.0256,1.25,6322.0
HD 28185 b,HD 28185,2001,Radial Velocity,385.92,0.063,0.004,-0.004,1.14,5.85,0.974,5602.0
tau Boo b,tau Boo,1996,Radial Velocity,3.3124568,0.011,0.006,-0.006,1.14,5.95,1.32,6466.27
Kepler-1644 b,Kepler-1644,2016,Transit,21.0907758,0.0,,,0.16772237,0.0132,0.89,5499.0
Kepler-1209 b,Kepler-1209,2016,Transit,25.369116,0.0,,,0.13471318,0.00909,1.23,6210.0
Kepler-1953 b,Kepler-1953,2021,Transit,6.245659828,0.0,,,0.11470683,0.00692,0.786,4858.0
Kepler-384 b,Kepler-384,2014,Transit,22.597053,0.0,,,0.1,0.00459,0.882,5577.0
Kepler-1249 b,Kepler-1249,2016,Transit,24.3347127,0.0,,,0.21232938,0.0197,1.19,6202.0
TOI-2641 b,TOI-2641,2023,Transit,4.880974,0.18,,,1.615,0.386,1.16,6100.0
Kepler-303 b,Kepler-303,2014,Transit,1.937055,0.0,,,0.079,0.00201,0.575,3944.0
HATS-65 b,HATS-65,2018,Transit,3.105161,0.062,,,1.501,0.821,1.257,6277.0
Kepler-255 c,Kepler-255,2014,Transit,9.946047,0.0,,,0.267,0.029,0.867,5573.0
Kepler-357 d,Kepler-357,2014,Transit,49.499875,0.0,,,0.306,0.0366,0.794,5036.0
Kepler-1674 b,Kepler-1674,2020,Transit,62.5611,0.0,,,0.28600008,0.0326,0.96,5473.91
Kepler-1238 b,Kepler-1238,2016,Transit,4.14787559,0.0,,,0.17218307,0.0138,1.3,6386.0
HD 192263 b,HD 192263,1999,Radial Velocity,24.3556,0.05,0.04,-0.04,1.26,0.56,0.66,4976.0
K2-35 c,K2-35,2016,Transit,5.608352,0.12,0.156754,-0.096124,0.17218307,0.0138,0.701968,4402.71
HD 190360 c,HD 190360,2005,Radial Velocity,17.11625,0.163,0.02,-0.019,0.494,0.08243442,0.996,5560.0
Kepler-1940 b,Kepler-1940,2021,Transit,4.950610161,0.0,,,0.1380433,0.00948,0.802,5431.0
HD 51608 c,HD 51608,2019,Radial Velocity,95.9446,0.14,0.07,-0.07,0.346,0.045,0.8,5358.0
Kepler-1786 b,Kepler-1786,2021,Transit,78.5460968,0.0,,,0.28218964,0.0319,1.058,5808.0
K2-121 b,K2-121,2017,Transit,5.185738,0.22,0.19,-0.18,0.63877351,0.16046394,0.71,4526.0
Kepler-850 b,Kepler-850,2016,Transit,7.19303878,0.0,,,0.15880096,0.012,1.06,5932.0
K2-119 b,K2-119,2017,Transit,7.727283,0.07,0.151978,-0.057297,0.22571148,0.0218,0.76,4740.0
Kepler-265 d,Kepler-265,2014,Transit,43.130617,0.0,,,0.222,0.0213,0.97,5835.0
GJ 876 c,GJ 876,2000,Radial Velocity,30.0881,0.25591,0.00093,-0.00093,1.25,0.7142,0.32,3293.74
PSR J2322-2650 b,PSR J2322-2650,2017,Pulsar Timing,0.322963997,0.0017,,,1.24,0.7949,1.4,
Kepler-1962 b,Kepler-1962,2021,Transit,7.991459846,0.0,,,0.10836305,0.00614,1.003,5700.0
MASCARA-1 b,MASCARA-1,2017,Transit,2.14877381,0.00034,0.00034,-0.00023,1.597,3.7,1.9,7490.0
Kepler-266 b,Kepler-266,2014,Transit,6.61833,0.0,,,0.221,0.0211,0.947,5885.0
Kepler-856 b,Kepler-856,2016,Transit,8.027680595,0.0,,,0.82969043,0.199,0.96,5535.0
TOI-1266 d,TOI-1266,2025,Transit Timing Variations,32.509,0.087,,,0.155,0.01157857,0.437,3563.0
Kepler-691 b,Kepler-691,2016,Transit,8.114379,0.0,,,0.18645731,0.0158,0.53,3715.0
HD 113996 b,HD 113996,2017,Radial Velocity,610.2,0.28,0.12,-0.12,1.14,6.3,1.49,4181.0
HD 147379 b,HD 147379,2017,Radial Velocity,86.58,0.063,0.047,-0.038,0.44,0.0679612,0.58,4090.0
HAT-P-2 b,HAT-P-2,2007,Transit,5.6335158,0.5172,0.0019,-0.0019,0.951,9.02,1.33,6380.0
TOI-4127 b,TOI-4127,2023,Transit,56.3987,0.7484,0.0064,-0.0068,1.08,2.34,1.23,6096.0
HD 136352 c,HD 136352,2019,Radial Velocity,27.59221,0.0,,,0.26014854,0.03536499,0.87,5664.0
HD 142415 b,HD 142415,2003,Radial Velocity,386.29999,0.5,,,1.2,1.67,1.07,5940.0
Kepler-1279 b,Kepler-1279,2016,Transit,23.4774101,0.0,,,0.15612454,0.0117,1.21,6221.0
Kepler-1083 b,Kepler-1083,2016,Transit,33.4177993,0.0,,,0.29975912,0.0354,0.81,5049.0
Kepler-79 d,Kepler-79,2014,Transit,52.0897,0.051,0.016,-0.016,0.63788137,0.01667566,1.244,6389.0
Kepler-724 b,Kepler-724,2016,Transit,3.314946338,0.0,,,0.29351414,0.0341,0.9,5437.0
Kepler-190 b,Kepler-190,2014,Transit,2.019999,0.0,,,0.139,0.00961,0.834,5106.0
WASP-10 b,WASP-10,2008,Transit,3.0927616,0.0473,0.0034,-0.0029,1.08,3.15,0.75,4675.0
Kepler-1661 b,Kepler-1661,2020,Transit,175.06,0.057,0.005,-0.005,0.34525827,0.05348771,0.841,5100.0
HD 213885 c,HD 213885,2019,Radial Velocity,4.78503,0.0,,,0.42,0.06276941,1.068,5978.0
TOI-1438 b,TOI-1438,2025,Transit,5.13967,0.0,,,0.2712111,0.02957571,0.876,5230.0
HD 192699 b,HD 192699,2007,Radial Velocity,340.94,0.082,0.041,-0.041,1.19,2.096,1.38,5041.0
Kepler-112 c,Kepler-112,2014,Transit,28.574263,0.0,,,0.214,0.02,0.782,5544.0
NGTS-17 b,NGTS-17,2021,Transit,3.24253,0.0,,,1.24,0.764,1.025,5650.0
Kepler-377 b,Kepler-377,2014,Transit,12.509529,0.0,,,0.124,0.0079,1.043,5949.0
Kepler-54 d,Kepler-54,2014,Transit,20.995694,0.0,,,0.136,0.03805387,0.518,4252.0
HD 111998 b,HD 111998,2016,Radial Velocity,810.0,0.13,0.05,-0.04,1.15,4.8,1.4,6557.0
HD 103891 b,HD 103891,2022,Radial Velocity,1919.0,0.31,0.03,-0.03,1.18,2.89,1.28,6072.0
TOI-1694 c,TOI-1694,2023,Radial Velocity,386.25,0.111,0.025,-0.025,1.23,0.996,0.828,5005.0
NGTS-5 b,NGTS-5,2019,Transit,3.3569866,0.0,,,1.136,0.229,0.661,4987.0
HD 115404 A c,HD 115404 A,2022,Radial Velocity,15319.22517,0.211,0.173,-0.102,1.11,10.319,0.83,5019.17
Qatar-1 b,Qatar-1,2010,Transit,1.4200242,0.0,,,1.143,1.294,0.838,5013.0
WASP-8 c,WASP-8,2013,Radial Velocity,4323.0,0.0,0.0,0.0,1.12,9.45,1.04,5690.0
K2-136 c,K2-136,2017,Transit,17.30723,0.047,0.062,-0.034,0.26764253,0.05694897,0.742,4500.0
Kepler-983 b,Kepler-983,2016,Transit,60.0855082,0.0,,,0.2105451,0.0194,1.13,6052.0
Kepler-887 b,Kepler-887,2016,Transit,20.42228798,0.0,,,0.1641538,0.0127,1.19,6194.0
Kepler-1948 b,Kepler-1948,2021,Transit,15.57129955,0.0,,,0.09214328,0.00343,0.585,3872.0
Kepler-39 b,Kepler-39,2011,Transit,21.08721,0.112,0.057,-0.057,1.24,20.1,1.29,6350.0
HD 101930 b,HD 101930,2005,Radial Velocity,70.46,0.11,0.02,-0.02,0.949,0.25,0.57,5108.0
Kepler-196 c,Kepler-196,2014,Transit,47.427737,0.0,,,0.2,0.0178,0.839,5128.0
Kepler-444 c,Kepler-444,2015,Transit,4.5458841,0.31,0.12,-0.15,0.044,0.00025,0.758,5046.0
Kepler-321 c,Kepler-321,2014,Transit,13.093921,0.0,,,0.207,0.0189,1.024,5740.0
Kepler-1828 b,Kepler-1828,2021,Transit,10.2737999,0.0,,,0.18877597,0.0161,0.996,5806.0
Kepler-76 b,Kepler-76,2013,Orbital Brightness Modulation,1.5449298,0.0,,,1.36,2.01,1.2,6409.0
GJ 1214 b,GJ 1214,2009,Transit,1.580404531,0.0062,0.0079,-0.0044,0.24382235,0.02646082,0.182,3101.0
TOI-1468 b,TOI-1468,2022,Transit,1.8805201,0.0099,0.018,-0.005,0.12498906,0.00956491,0.3527,3376.0
TIC 434398831 c,TIC 434398831,2025,Transit,6.210291,0.013,0.025,-0.01,0.50227582,0.0849,0.992,5638.0
Kepler-535 b,Kepler-535,2016,Transit,4.903321551,0.0,,,0.2105451,0.0194,1.18,6123.0
HD 105618 c,HD 105618,2022,Radial Velocity,77114.07158,0.126,0.098,-0.08,1.07,26.491,1.01,5671.0
WD 1856+534 b,WD 1856+534,2020,Transit,1.4079405,0.0,,,0.92782585,13.8,0.518,4710.0
Kepler-1037 b,Kepler-1037,2016,Transit,1.063788673,0.0,,,0.11419395,0.00687,0.82,5105.0
Kepler-107 b,Kepler-107,2014,Transit,3.1800218,0.1,,,0.13703298,0.01195614,1.238,5854.0
Kepler-378 c,Kepler-378,2014,Transit,28.906009,0.0,,,0.062,0.000852,0.78,4661.0
Kepler-347 d,Kepler-347,2023,Transit,85.517344,0.0,,,0.2712111,0.0298,1.0,5592.0
Kepler-1645 b,Kepler-1645,2016,Transit,16.1779561,0.0,,,0.15880096,0.012,1.02,5812.0
K2-157 d,K2-157,2025,Radial Velocity,66.5,0.5,,,0.461,0.0732,0.89,5334.0
HD 88072 b,HD 88072,2022,Radial Velocity,18538.79293,0.156,0.142,-0.1,1.12,7.903,1.04,5785.33
Kepler-965 b,Kepler-965,2016,Transit,134.2527298,0.0,,,0.3015434,0.0357,1.05,5886.0
Kepler-404 b,Kepler-404,2014,Transit,11.829851,0.0,,,0.113,0.00678,0.86,5654.0
BD+20 2457 c,BD+20 2457,2009,Radial Velocity,621.99,0.18,0.06,-0.06,1.1,12.47,2.8,4137.0
HD 164922 c,HD 164922,2016,Radial Velocity,75.74,0.12,0.11,-0.09,0.327,0.04090237,0.926,5390.0
TOI-6303 b,TOI-6303,2025,Transit,9.485236,0.02,0.02,-0.02,1.034,7.84,0.644,3977.0
Kepler-1530 b,Kepler-1530,2016,Transit,2.5904434,0.0,,,0.146311,0.0105,0.92,5477.0
HD 330075 b,HD 330075,2004,Radial Velocity,3.38773,0.0,,,1.27,0.48,0.47,5000.0
HIP 41378 f,HIP 41378,2016,Transit,542.0797,0.052,0.025,-0.052,0.84485827,0.0786588,1.22,6290.0
HD 35759 b,HD 35759,2016,Radial Velocity,82.467,0.389,0.006,-0.006,1.16,3.76,1.15,6060.0
Kepler-360 c,Kepler-360,2014,Transit,7.186434,0.0,,,0.187,0.0159,0.994,6053.0
Kepler-1996 c,Kepler-1996,2023,Transit,92.7297248,0.0,,,0.25069184,0.0261,0.748,4580.0
Kepler-1441 b,Kepler-1441,2016,Transit,39.4419839,0.0,,,0.11687037,0.00714,1.0,5802.0
LTT 3780 b,LTT 3780,2020,Transit,0.76837931,0.0,,,0.11820879,0.00774003,0.381,3358.0
Kepler-498 b,Kepler-498,2016,Transit,9.61375356,0.0,,,0.27031849,0.0297,0.98,5744.0
CoRoT-28 b,CoRoT-28,2015,Transit,5.20851,0.047,0.055,-0.038,0.955,0.484,1.01,5150.0
OGLE-TR-211 b,OGLE-TR-211,2007,Transit,3.67724,0.0,,,1.36,1.03,1.33,6325.0
Kepler-1324 b,Kepler-1324,2016,Transit,4.115844679,0.0,,,0.13471318,0.00909,0.78,4776.0
TOI-3919 b,TOI-3919,2024,Transit,7.433234,0.259,0.033,-0.036,1.099,3.88,1.208,6100.0
HIP 67851 c,HIP 67851,2015,Radial Velocity,3128.41,0.3,0.03,-0.03,1.13,6.937,1.28,4840.0
Kepler-354 c,Kepler-354,2014,Transit,16.934402,0.0,,,0.117,0.00714,0.652,4648.0
TOI-5789 d,TOI-5789,2026,Radial Velocity,29.65,0.096,,,0.17,0.01349785,0.821,5185.0
HD 104985 b,HD 104985,2003,Radial Velocity,199.68,0.047,0.015,-0.028,1.14,5.559,1.22,4738.0
CoRoT-22 b,CoRoT-22,2014,Transit,9.75598,0.077,0.3,-0.042,0.435,0.038,1.099,5939.0
Kepler-320 c,Kepler-320,2014,Transit,17.934937,0.0,,,0.122,0.00771,1.072,6435.0
Kepler-879 b,Kepler-879,2016,Transit,33.3855938,0.0,,,0.22928004,0.0224,1.02,5792.0
Kepler-1933 b,Kepler-1933,2021,Transit,4.943290234,0.0,,,0.10525854,0.00553,0.964,5661.0
TOI-2537 b,TOI-2537,2024,Transit,94.1022,0.364,0.039,-0.039,1.004,1.307,0.771,4870.0
Kepler-1641 b,Kepler-1641,2016,Transit,19.672266,0.0,,,0.27745562,0.031,1.12,6152.0
GJ 687 b,GJ 687,2014,Radial Velocity,38.142,0.17,0.05,-0.05,0.385,0.05411698,0.4,3413.0
Kepler-23 b,Kepler-23,2011,Transit,7.1,0.017,0.019,-0.014,0.14613282,0.00805466,1.078,5828.0
Kepler-1173 b,Kepler-1173,2016,Transit,0.7698536,0.0,,,0.07940048,0.00201,0.86,5252.0
L 98-59 c,L 98-59,2019,Transit,3.6906764,0.002,0.002,-0.001,0.11856564,0.0062927,0.2923,3415.0
Kepler-367 b,Kepler-367,2014,Transit,37.815724,0.0,,,0.116,0.00705,0.768,4710.0
Kepler-1166 b,Kepler-1166,2016,Transit,33.2406882,0.0,,,0.1507717,0.011,0.9,5446.0
LHS 1815 b,LHS 1815,2020,Transit,3.814334,0.0,,,0.09706503,0.00497124,0.502,3643.0
HD 219077 b,HD 219077,2012,Radial Velocity,5478.68861,0.768,0.002,-0.002,1.11,9.62,0.92,5362.0
