specObjID,ra,dec,z,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,oiii_5007_flux,oiii_5007_flux_err,nii_6584_flux,nii_6584_flux_err
316431227215177728,171.60314,-0.28490412,0.0914553,73.58464,1.922328,14.82062,1.569562,11.32074,1.804666,31.755,1.58974
316497472790751232,171.2177,0.19857421,0.130834,76.25632,2.560797,21.00063,2.006211,46.07927,2.480673,58.69475,2.350682
317672026825320448,174.63819,0.84602891,0.1062343,288.0168,3.604094,47.92759,1.889447,18.07702,1.919648,119.5025,3.035232
318638502596077568,177.15681,-0.23405524,0.04779519,71.47823,3.660663,16.19609,2.619955,16.26963,2.921722,60.39341,3.579533
318644549910030336,176.62509,-1.0226835,0.07994995,244.736,3.540452,58.2889,2.287038,37.76552,2.311275,68.1026,2.057614
318714918654208000,175.18836,-0.60629945,0.07371238,211.827,4.359379,43.34994,2.834026,18.05858,2.902682,74.15385,3.29697
318725364014671872,175.16052,0.054086502,0.09556801,172.2364,2.997545,41.83983,2.026668,14.78502,2.120327,109.0567,2.545547
319755881019369472,178.97439,-1.1667983,0.1213642,77.00344,4.112421,15.63352,3.093696,25.95036,3.660346,58.34479,3.820948
319805359042619392,178.10354,-0.61031319,0.07711183,110.2244,1.796129,30.0725,1.597358,19.76136,1.48034,32.64643,1.264769
319824325618198528,177.49141,-1.2333524,0.0801945,406.2443,3.949589,115.0161,2.691687,84.90671,2.669624,157.3148,2.486084
319827074397267968,177.37456,-0.79843348,0.08074866,278.5276,2.728905,72.96383,2.079815,78.13444,2.10128,61.64689,1.320709
319833671467034624,177.25793,-1.1026066,0.0198656,340.4278,3.587425,91.08138,2.426092,21.24491,2.171738,111.1218,2.306232
319927129955395584,179.4606,0.061000762,0.1690283,402.515,3.912024,92.2191,2.674693,70.93385,2.851894,113.3339,2.309366
320908993620895744,179.76158,-1.0934827,0.1196483,188.7367,3.076407,40.55793,1.910179,15.05266,1.870001,68.60855,2.737772
320934007510427648,179.85167,-0.41091878,0.04724061,40.59099,1.730844,14.32677,1.379968,8.565866,1.392813,15.56298,1.339887
320940329702287360,179.55953,-0.97814605,0.1214892,245.0108,3.693082,54.02708,2.197781,12.29559,2.208424,152.1738,3.18919
320969741638330368,179.23754,1.1158918,0.03932527,1506.488,10.66539,295.8532,4.563339,72.40946,3.571545,607.0603,5.760274
320992281626699776,179.60885,0.841406,0.04646968,260.1781,3.151557,70.94545,1.853462,71.28546,1.994332,53.03144,1.474559
321001077719721984,179.54999,0.3393279,0.132967,166.3774,2.913827,38.76623,2.005172,12.3789,2.106757,60.20639,2.122214
321007399911581696,179.67111,0.84255123,0.06464712,128.6757,1.95526,38.99212,1.600932,13.51541,1.502933,43.5452,1.424717
322124504883030016,181.11135,0.025913784,0.09375275,137.427,2.73144,38.23693,2.293617,10.67772,2.044253,53.53644,2.003942
322128628051634176,181.39331,1.0295424,0.07783861,83.98567,2.061945,27.31866,2.20622,20.64466,2.025007,16.86915,1.379733
322156115842328576,182.0063,0.46969658,0.03497285,280.3943,3.512582,91.11095,2.690824,240.0796,4.20261,22.15004,1.391536
323175913279744000,183.48859,-0.23139721,0.1577138,185.7362,4.340183,45.40644,2.036526,37.77748,2.455601,82.42473,2.592255
323266622989035520,183.19349,0.40911412,0.02046719,49.67499,1.202494,17.64161,1.396618,22.62475,1.250756,7.226519,0.7513824
324329850347218944,184.53566,-1.0641188,0.01902536,532.3188,6.481603,135.272,4.016645,32.45089,3.692554,197.9047,4.623805
324343044486752256,183.47353,-0.42100166,0.07185584,129.7221,2.30884,25.6171,1.891927,25.24664,1.907701,46.40406,1.715502
324364484963493888,184.08644,0.43078169,0.08243611,1260.365,9.989087,291.7005,4.13288,165.0934,3.700246,378.9698,4.092044
324371631789074432,184.82354,0.82387802,0.04817573,2318.259,15.84531,560.2324,5.993151,272.5005,4.401803,620.4638,5.454945
324382626905352192,185.07438,0.94966744,0.08911418,379.2916,4.023563,106.7957,2.573902,57.37564,2.323244,124.2885,2.161828
325420840592107520,186.93103,-1.0449179,0.1018044,127.8662,2.615029,27.71846,2.157899,12.12856,2.100474,39.33767,2.070373
326525299200124928,189.41567,-0.82250215,0.07241611,233.1336,4.849648,44.63903,3.527318,19.59125,3.507776,95.43328,3.942332
326629203048949760,188.57243,0.52627793,0.1380618,196.6635,3.878397,31.25715,2.650558,26.38186,2.994849,108.0194,3.056502
326631676950112256,188.50482,0.40755993,0.1128127,215.3047,3.788988,46.97829,2.512964,18.20419,2.566825,74.85155,2.881365
327708373493508096,190.45051,-0.87144635,0.1007091,311.6532,3.76437,65.26198,2.59375,21.7419,2.514043,151.4866,3.603659
327792486133032960,191.23888,0.93708949,0.1250813,276.1978,3.241053,65.67608,2.197383,20.57098,2.07439,107.854,2.503356
328877149001902080,192.27746,0.66976517,0.09143704,103.1515,2.775805,31.02473,2.382354,14.43187,2.70449,43.61423,2.441102
331040444454561792,197.09199,-0.96030623,0.01825436,41.31414,1.589512,14.52169,1.771043,14.07677,1.718539,7.439168,1.078714
331092396378974208,195.55888,-1.0267597,0.04065641,82.69284,3.145926,22.52103,2.07993,13.93422,2.277614,39.35839,2.429561
331097344181299200,196.02395,-0.58576109,0.04681603,51.34795,2.083131,14.27921,1.617048,12.95764,1.689707,20.26689,1.541895
331109163931297792,195.9114,0.54759363,0.08372504,271.5861,3.468272,88.43702,2.51152,286.6004,4.257534,21.38652,1.251104
331134177820829696,196.34009,0.28893967,0.0835517,246.7215,3.18087,60.93303,2.26388,58.82435,2.32237,56.74956,1.744748
331161115855710208,197.09973,0.75779849,0.09252317,158.7281,3.134767,32.27217,2.502507,19.83919,2.746125,68.79472,2.451068
331164414390593536,197.58664,0.5179061,0.06293058,458.7976,6.683281,111.1576,3.845261,73.65407,3.984547,212.8736,4.751509
332151500937652224,199.55595,-0.14819599,0.04877477,688.0753,5.659988,176.2928,3.71443,132.4326,3.610045,146.1447,2.595272
332178988728346624,198.13564,-1.1508736,0.08569794,763.8351,6.061108,163.2533,3.332574,35.32168,2.741937,312.1678,3.609431
333290045211437056,199.98855,-0.93856879,0.08040725,224.5527,3.004037,54.86971,2.310461,17.04372,2.082879,73.53971,1.956235
333294168380041216,200.56461,-0.63191765,0.02321945,615.3114,5.104218,183.2206,3.217515,641.6874,6.786707,37.81077,1.369291
333309011787016192,200.40998,-0.51352776,0.08326374,416.8376,4.494618,91.38177,2.909571,27.72425,2.568031,137.911,2.642653
333324679827712000,199.79076,-0.97094234,0.08805659,154.0783,3.260885,36.26704,2.734827,18.19519,2.812145,70.62042,2.828624
333398896862586880,200.40028,0.57300615,0.02013292,180.0008,2.681637,55.53796,2.431367,51.29403,2.594681,50.53211,1.785258
334451129070938112,201.37965,-0.83789118,0.1065623,519.968,5.819593,126.7283,3.104676,83.6879,3.106649,247.4154,4.031525
334466247355820032,200.9127,-0.38228632,0.08145296,0.0,-0.7622682,22.54698,2.950851,28.62986,3.14205,0.0,-0.7622682
334508303675582464,201.42166,0.47974034,0.0752169,173.3442,2.998151,49.27337,2.43658,26.49873,2.272773,54.5441,1.937869
335552289899046912,203.64933,-1.0529418,0.1923794,141.0228,6.207845,35.21223,2.243692,10.32765,1.80768,59.71576,3.660924
335570156962998272,203.38692,-0.62424341,0.1450816,131.4289,2.777718,22.90748,2.54024,112.2225,3.247505,76.42261,2.40638
335634753271130112,202.94613,0.55724633,0.07482548,192.4615,2.77487,50.93511,2.577194,16.99427,2.387398,62.7807,2.017876
335642449852524544,203.22489,0.90664385,0.06038743,88.10466,1.771728,23.74128,1.985512,36.58864,2.10036,14.48049,1.452133
335657843015313408,203.81458,0.36791259,0.0826788,117.5392,1.967492,32.83185,1.940606,16.77839,2.006738,33.8218,1.456847
335689453974611968,204.86987,0.27878404,0.1596268,760.1712,7.17324,226.199,3.328251,535.6065,5.138058,129.5728,2.53949
336724089651619840,204.96447,-0.75308276,0.02227835,3791.451,24.68732,1154.866,9.397976,2274.684,15.86152,555.6663,4.714839
337860439482329088,206.15869,0.8196151,0.03350861,167.7005,2.927973,38.31272,2.318206,44.83873,2.536917,53.78231,2.091758
337898647511394304,206.95444,0.46994006,0.06256893,99.55179,1.790801,33.17152,1.579387,13.64361,1.474054,24.94485,1.112539
337945376755574784,208.62298,0.42520016,0.1281199,276.8373,4.360797,42.44634,2.772346,60.96044,3.158658,207.7921,3.756612
338898378442172416,210.47105,-1.105196,0.02934603,117.2392,2.004023,25.83118,1.873854,26.29316,1.981215,26.24933,1.292663
340052586512017408,212.54004,-0.28332705,0.05335716,101.5067,2.187107,26.82029,1.878482,24.20742,1.911212,19.57414,1.350498
340092443808524288,211.41432,-0.92242983,0.09468621,130.8239,2.731948,26.00944,2.185954,11.93027,2.203264,47.53746,2.134417
340120481355032576,210.78115,0.033520883,0.1311191,385.7942,4.417141,90.7639,2.691428,62.76955,2.804632,110.7487,2.487519
341165016176683008,214.44256,-0.50437336,0.08219588,548.5074,6.115712,140.8886,3.520949,36.47689,2.606528,204.3683,3.542976
341215043955746816,213.10118,-0.73204737,0.05441646,427.1661,5.284633,127.7437,3.141673,163.8216,3.718873,85.87338,2.35978
341276066851088384,213.71119,0.31893031,0.03872132,91.00742,2.937683,28.6412,2.487532,58.05682,3.283375,19.77048,2.28728
341283763432482816,214.13502,0.071338891,0.0525437,198.4661,3.156228,56.74946,2.147964,51.6196,2.177094,39.50785,1.581732
341309601955735552,214.60927,0.16939161,0.05325856,209.7189,3.754643,60.33515,2.738435,18.67492,2.568717,69.4202,2.39828
342308233290999808,215.30608,-0.46656327,0.1017403,249.2374,7.108025,42.13008,3.944528,28.76933,4.105651,130.6846,5.382206
342334071814252544,214.33855,-0.1690537,0.04354715,71.57013,1.929811,19.67287,1.800826,15.34131,1.901515,16.63888,1.920262
342419009087498240,215.69165,0.50376903,0.1671632,41.01243,3.963444,14.17235,2.787212,20.73844,2.721381,63.52334,3.365782
343412417910302720,217.30526,-0.38163445,0.1356902,191.7153,3.983707,48.98717,3.041675,114.8508,4.282795,141.4022,3.859853
343453374718437376,216.16001,-0.7318398,0.1029651,137.1285,5.039238,33.38259,2.961504,33.23808,3.433469,91.27441,3.944663
343455023985879040,216.23397,-0.37604995,0.07895102,2322.275,15.79734,645.6293,6.900238,371.7676,5.635554,1334.764,8.550327
343520444927731712,215.89321,0.97947732,0.09471501,136.2867,2.249095,29.62197,1.70605,11.95282,1.658775,46.04033,1.629146
344549038458169344,218.20161,-0.96391392,0.1480898,131.1807,2.655415,59.61757,4.611136,14.16844,2.315408,45.51041,2.023758
344583123318630400,217.80626,-1.0446982,0.07224317,95.76434,2.223652,21.68257,1.701684,9.363129,1.824343,29.70313,1.801893
344629577684903936,217.38568,1.1172389,0.02969432,1194.401,9.342997,306.6296,3.809814,465.359,5.230062,232.7225,2.608806
344656240841877504,217.84483,0.29533839,0.03530677,75.23489,1.686327,21.21887,1.539651,22.16069,1.692746,13.06321,1.12748
345759326318651392,218.91956,0.098315977,0.05680836,82.05426,2.127808,25.01828,2.079111,14.60515,2.118486,23.00749,1.591956
346817331365701632,222.04016,-0.69330488,0.02752549,985.1613,8.262179,326.0426,4.262695,923.3571,8.877023,73.07489,1.667644
346837947208722432,221.38387,-0.5450235,0.05765232,55.3439,1.780525,20.35506,1.652204,14.25217,1.595291,14.22938,1.340718
346883576941275136,221.07654,0.044035522,0.02818687,694.7125,6.273566,185.9588,3.793926,113.7036,3.484989,181.589,3.074302
346903643028482048,221.63404,0.96044502,0.1184496,56.40946,3.786481,16.16708,2.217557,14.12362,2.53482,36.604,3.264267
346906116929644544,221.27773,0.49476222,0.1098084,206.6295,3.728151,60.14788,2.356719,28.5087,2.273039,99.58263,2.859084
347950383668160512,223.81674,-0.037706063,0.1409353,394.6984,3.673101,80.93541,2.270026,16.21052,2.070052,182.1286,2.491804
348005909005363200,222.87107,0.9722184,0.1117529,357.7254,4.500864,84.71218,2.246983,21.57685,2.124409,127.2677,2.978425
348017453877454848,223.1105,0.95849383,0.06939279,60.111,1.31529,16.07294,1.441218,14.70036,1.365231,12.8427,0.9899235
348028998749546496,223.47738,0.86065576,0.07983417,214.2238,3.035547,53.11326,2.293088,14.43622,2.16337,81.74846,2.237131
348036145575127040,223.84401,0.34993958,0.1110188,110.2846,2.369112,27.1607,1.644954,10.22847,1.763156,37.15849,2.351299
348036695330940928,223.80513,0.60868708,0.0436254,855.3222,6.306236,181.7321,2.762894,45.84388,2.091712,272.8191,3.087713
348048789958846464,223.92186,1.0029255,0.04391466,450.524,4.84163,134.3106,2.280734,148.1667,3.765824,87.94321,1.794049
349045497182316544,226.45103,-0.70345641,0.03511947,2743.605,24.05746,871.0906,9.569601,1574.942,14.9316,432.2303,5.049023
349139780304398336,225.61396,0.77983501,0.04014205,133.0496,3.018729,35.29829,2.381452,12.68361,2.166695,51.2219,2.194544
349187059304392704,226.65462,1.146883,0.1313793,196.0153,4.296129,41.66672,3.251996,153.1334,4.626652,134.8051,3.484474
350171116758657024,228.21174,-0.73282415,0.05491341,698.4428,6.53548,174.5633,3.611933,35.69832,2.640698,240.5373,3.479614
350221969171441664,227.27847,-0.80693715,0.06965949,163.0784,4.460825,32.70648,3.586837,19.63984,3.48033,95.38958,3.860002
351291519510013952,230.29261,-0.43853388,0.06879531,144.2498,2.354994,40.21942,2.124436,15.6052,2.070503,42.48989,1.607488
351302789504198656,230.07929,-0.25775441,0.07599573,370.8869,3.747486,117.2158,2.718116,68.00719,2.466565,97.7019,1.995172
351387451899537408,229.01557,0.30652819,0.07343662,120.6601,2.292869,22.27742,1.852214,15.98693,1.990286,43.21226,1.697896
351442152603019264,229.89086,0.67828271,0.03847428,255.6223,3.658847,36.40683,2.571748,17.81827,2.851274,157.0092,3.329742
352481465700739072,230.74602,-0.56307649,0.09085951,56.43748,2.396787,14.63324,2.078128,16.21669,3.012372,34.34331,2.40141
352494659840272384,230.20829,-0.46628076,0.1149654,236.3471,4.166993,46.67272,2.236524,32.03365,4.242968,68.06046,3.050552
354709900724561920,234.63929,-0.2778996,0.07871514,194.0908,3.325148,45.15808,2.673303,22.21345,2.475435,49.14579,2.163543
354742886073395200,233.47423,0.056468909,0.1016942,325.4601,3.939827,70.56099,2.95118,42.39499,2.990302,118.898,3.013982
354812430183852032,235.39151,0.18047336,0.05446091,623.4623,5.88056,167.5716,3.404929,145.7212,3.373509,151.2086,2.575003
367065124831258624,172.85897,-2.5859299,0.0158543,61.26713,2.31938,16.2756,2.621129,15.22763,2.767381,17.59124,1.847015
368267439437277184,172.40404,-2.3964114,0.09507453,77.71906,2.691239,18.77853,2.328519,38.6251,2.786488,50.58679,2.377784
368272662117509120,173.06125,-1.7384112,0.04016173,1356.856,11.46237,326.7301,4.677081,103.394,3.606779,500.3445,5.539754
368298775518668800,173.39349,-2.2555111,0.04006611,263.8785,4.464987,45.48576,2.414501,20.84414,2.481487,136.9395,3.574357
368329012088432640,174.76746,-1.7958163,0.104883,151.4701,4.229637,31.37891,1.91794,27.6244,2.025262,57.64001,3.591064
369314724061407232,176.38826,-2.8010571,0.1108315,321.7082,3.858197,78.19126,2.279525,22.88543,2.264644,132.8213,4.36325
369339737950939136,175.59973,-3.1022019,0.05560879,23.37863,1.482459,7.582643,1.122803,18.00031,1.484432,20.99102,2.657644
369364751840471040,174.86108,-3.6255972,0.1095204,249.7139,4.784173,75.75011,2.082397,28.10118,1.942448,103.8271,2.362222
370434847740553216,177.41552,-3.5297046,0.02758609,145.7309,7.580587,54.96062,5.922977,54.09004,6.073786,99.59038,7.009403
370436222130087936,177.37902,-3.5346478,0.04310325,610.3682,6.357022,189.082,3.955864,220.9108,5.187879,111.9907,2.936281
370467558211479552,176.84664,-2.8346441,0.1214118,422.5977,5.347641,99.66823,3.102524,89.68144,3.228609,159.2412,3.207277
370500268682405888,176.11999,-3.5708649,0.04808371,630.5739,14.87624,141.8385,7.227871,477.545,9.5615,1462.243,16.39389
370534078664960000,176.45631,-1.4807548,0.09629593,156.9412,3.366151,40.87751,2.642569,21.81326,2.664572,76.38755,2.830767
370566514257979392,177.07581,-1.6399604,0.01303372,3095.399,21.62416,1046.576,10.70177,4880.951,38.31971,135.5109,3.101552
371589889973577728,178.40425,-2.6948862,0.1010969,319.3891,4.863569,73.93506,3.37408,26.67735,3.263071,114.8405,4.235418
373934048713664512,182.53644,-2.390891,0.02533878,261.3721,3.475146,76.36297,2.564825,83.5582,2.681149,49.53645,1.641785
374967863615711232,184.92099,-2.7946281,0.02161853,274.6127,3.211306,97.73945,2.565055,232.7801,3.730547,21.14294,1.332395
375080563557558272,185.25112,-1.3701671,0.07210319,311.0665,3.347901,82.4284,2.128523,28.30749,1.845259,110.6933,2.007719
376056924514314240,188.29078,-3.0142801,0.0991436,376.2776,4.671043,96.56006,3.380877,58.93566,3.454465,156.5757,3.802633
376070393531754496,187.75287,-3.0449577,0.09827042,238.0139,3.577034,58.01452,2.712512,31.32563,2.665284,81.11822,2.523584
376121245944539136,186.50103,-3.4652753,0.02513707,209.1492,5.346078,46.7229,4.191839,146.5823,5.368592,228.5859,5.666195
376148733735233536,186.20095,-2.3549217,0.1204934,383.8441,4.730959,84.14115,2.698925,20.6595,2.318143,141.6164,2.946311
377241923288590336,188.998,-2.6931706,0.09165128,103.4391,2.787281,31.37711,2.118602,62.31997,2.999455,65.9334,2.450745
378319444667033600,192.31078,-2.8968305,0.01104494,62.29353,1.882409,20.74122,2.026381,17.58345,1.966988,8.439699,1.269981
378346932457728000,191.39985,-2.2443811,0.09182866,172.2896,3.274039,36.9432,2.443005,15.04881,2.423372,93.81602,2.714392
378408230230976512,190.67662,-1.9039506,0.1008227,292.6497,4.485641,75.12245,3.049337,38.66884,3.058297,138.1391,3.810139
378410979010045952,190.65428,-2.121079,0.04602858,498.9284,5.877264,112.7659,3.277608,213.7583,4.451661,70.29687,2.446806
379590480075188224,193.74285,-2.0545951,0.08065011,222.207,3.461631,34.15528,2.299078,17.34451,2.280568,85.91199,2.452551
379598176656582656,193.61068,-1.6671568,0.07051393,558.7719,5.774146,105.7095,3.023074,105.8945,3.112689,147.0872,2.702547
380666072241563648,194.38006,-1.6405271,0.08852582,83.55167,3.506523,20.44207,3.100528,106.7172,3.982752,77.80754,3.1467
380681465404352512,194.51935,-2.2523757,0.08631442,224.7202,3.469773,42.59101,2.706117,33.70759,2.946145,137.7018,3.112199
380724346357835776,195.2047,-1.360129,0.02274616,214.911,2.651159,69.58389,2.265995,170.6019,3.026995,15.63508,1.087
381720228981139456,196.32357,-3.2756023,0.07538927,200.041,3.902074,46.26607,2.981661,33.84196,3.20719,113.2451,3.386174
381742768969508864,195.77681,-3.1393474,0.1307586,91.10368,3.338697,25.47753,2.732038,17.63151,3.007099,70.66656,3.444131
381759811399739392,195.31707,-3.4747684,0.08641947,1632.675,11.85831,340.9819,5.814613,919.7296,9.661819,1016.968,8.049847
381787024312526848,195.51375,-2.1989443,0.06516112,186.1957,2.768445,59.47113,2.474471,99.3682,3.075181,25.65785,1.821421
381811213568337920,196.24407,-2.4083244,0.06426092,145.9578,2.307493,39.36105,1.974681,8.886562,1.703662,53.55931,1.671463
382807101224806400,198.85132,-3.2196594,0.03104685,67.52203,2.068273,20.04191,2.109818,15.38003,2.190809,20.12772,1.657837
382873896556193792,197.83634,-3.3739968,0.02228804,138.0686,2.37794,33.0119,1.9321,75.05424,2.424286,12.59395,1.136932
383934920243832832,201.18127,-3.3790116,0.05248208,298.2654,3.610711,79.05392,2.646153,24.11954,2.287926,90.67336,2.178947
383950863162435584,200.99837,-3.0156944,0.07997587,202.5515,2.998547,37.05869,2.199233,14.19576,2.166262,84.20942,2.245627
383969829738014720,200.55081,-3.319836,0.08658555,108.5004,3.992652,34.88368,3.356671,53.96573,3.73335,79.20322,3.559153
383982474121734144,200.2376,-2.866591,0.1190734,88.90363,5.201757,23.14194,3.695808,86.31288,4.035259,101.0509,4.407226
383983023877548032,200.29717,-2.8837927,0.04694131,189.0918,2.88465,64.75046,2.088705,124.285,2.724103,21.86168,1.343071
384000890941499392,199.85607,-3.2616615,0.04805057,260.629,4.003362,68.79967,2.77628,21.21454,2.600351,91.21194,3.110983
384083629191489536,200.78014,-2.0387227,0.0764195,167.3477,2.323795,48.63099,1.948659,49.19694,2.066043,35.78316,1.39329
385126515987212288,236.42197,-1.0715842,0.09650316,140.5451,2.986926,38.70272,2.286992,13.73734,2.013652,45.79371,2.091894
385144108173256704,235.9338,-0.2382895,0.01389303,380.4389,3.318584,113.253,2.823603,409.5005,4.571512,10.92345,1.235403
385219974475573248,237.60112,0.3763454,0.09288901,172.8902,3.856814,52.26038,3.071612,97.33956,3.519006,262.2284,4.055006
386247742986414080,238.60255,-0.63668078,0.07828388,995.3118,7.773029,237.2232,4.272612,134.981,3.914863,402.0192,4.369905
387351927555385344,241.16493,-0.42503571,0.07223939,144.5467,2.531234,36.81321,2.444908,24.51904,2.352944,39.25446,1.763961
387354126578640896,240.93649,-0.31872604,0.0591345,539.075,6.270298,96.53884,4.287004,28.96484,4.131394,207.9321,4.655707
